family,dtype,m,n,k,muxi_runtime_ns,muxi_tflops,muxi_ref_runtime_ns,muxi_ref_tflops,muxi_speedup,muxi_err_max,local_family,local_runtime_ns,local_tflops,local_err_max,local_vs_muxi_ratio,mcblas_runtime_ns,mcblas_tflops,mcblas_err_max,local_vs_mcblas_ratio
gemm_layoutAB_ContinuousC,fp16,3584,80,3584,100232.66077041626,20.504383942350618,129221.00722789764,15.904604089452564,1.2892105849996283,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,96,3584,98623.33536148071,25.00676683627192,139683.48503112793,17.65599384530251,1.4163330059681196,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,112,3584,103225.93152523041,27.873737746766995,127548.35188388824,22.558445495393784,1.235623161731536,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,128,3584,118928.03013324738,27.6497839265961,135866.9251203537,24.202610996658134,1.1424297952982818,0.125,tk_local_bf16_continuousc_reusea_n_params,85675.0,38.381642,0.903248,1.3881353323372996,,,,
gemm_layoutAB_ContinuousC,fp16,3584,144,3584,101624.05669689178,36.40256301747445,131202.86166667938,28.195849396930516,1.2910610531717956,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,160,3584,127131.11937046051,32.332114594399414,135784.96873378754,30.271523853709148,1.068070267973569,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,176,3584,124741.34564399719,36.24668059060322,137355.17859458923,32.91801414597783,1.1011199044348217,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,192,3584,112274.6616601944,43.93245484834765,141570.3445672989,34.84134702840407,1.260928712444216,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,208,3584,155352.05602645874,34.396347448983335,129071.99561595917,41.39971083967106,0.8308354515370966,0.0,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,224,3584,152515.24746418,37.73121168984453,144276.76796913147,39.88573606827133,0.9459825844823585,0.0,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,240,3584,151799.9917268753,40.61678007923377,144077.46493816376,42.793832350161146,0.9491269617286526,0.0,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,3584,256,3584,149855.3901910782,43.88676752710861,144252.55358219147,45.59135009178732,0.9626117111854126,0.0,tk_local_bf16_continuousc_128x128x128_stage4,132267.0,49.722796,0.0,1.1329792281759306,146432.0,44.912784,3.303602,1.1070967232848448
gemm_layoutAB_ContinuousC,fp16,37888,16,3584,316878.7807226181,13.712811359886182,331558.2871437073,13.105686428270808,1.0463253058081505,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,32,3584,409476.45902633667,21.22368135317161,274561.34557724,31.6526635230783,0.6705180225258829,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,48,3584,410495.325922966,31.756504907065203,429475.67999362946,30.35305010098212,1.0462376862099163,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,64,3584,409174.71051216125,42.47866578617255,437352.8063297272,39.741818331665264,1.0688656827844898,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,80,3584,413840.6366109848,52.49966484181486,485785.3055000305,44.724479052812015,1.1738463131078996,0.0,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,96,3584,410243.8688278198,63.55193982178046,483628.36241722107,53.908735901448516,1.1788801714431005,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,112,3584,320725.14295578003,94.8385035475493,325823.20272922516,93.35459339056978,1.0158954166376286,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,128,3584,346019.8640823364,100.46357206743538,320913.27011585236,108.32332218437239,0.9274417553076956,0.125,tk_local_bf16_continuousc_128x128x128_stage4,344832.0,100.809644,0.0,1.0034447504248836,,,,
gemm_layoutAB_ContinuousC,fp16,37888,144,3584,469148.1590270996,83.3589341522728,483034.1786146164,80.96257413536289,1.0295983674247238,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,160,3584,477299.0942001343,91.03932935975762,486252.8294324875,89.36295443404327,1.0187591708032844,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,176,3584,474747.27034568787,100.68154441245257,507159.15858745575,94.24711665885759,1.0682718790950965,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,192,3584,539747.9981184006,96.60728249067381,510264.18805122375,102.18939237563244,0.9453748598050211,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,208,3584,581208.6164951324,97.1921005105627,505004.07814979553,111.85827742017585,0.8688860829268605,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,224,3584,535471.3648557663,113.60866184205051,507615.50664901733,119.84303950364311,0.94797880888691,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,240,3584,585766.5091753006,111.27212488089505,508835.5392217636,128.09538472821393,0.868666151532207,0.125,unsupported_shape,,,,,,,,
gemm_layoutAB_ContinuousC,fp16,37888,256,3584,584503.635764122,118.94670768490636,515632.3313713074,134.83402586315933,0.8821712985535511,0.125,tk_local_bf16_continuousc_reusea_n_params,613803.0,113.268948,0.0,0.9522663569642723,481024.0,144.534958,23.670898,0.7836785616943964
gemm_layoutAB_ContinuousC,fp16,3584,16,18944,172978.2670736313,12.56024533460711,195784.49428081512,11.097147810304902,1.131844465741329,0.25,unsupported_shape,,,,,,,,
