family,dtype,m,n,k,kernel_ns,kernel_tflops,ref_ns,ref_tflops,speedup,max_error,status
muxi_hgemm_layoutC,fp16,37888,416,3584,1044275.239109993,108.18773472048215,764576.718211174,147.76512265286615,0.7321601523969884,0.0,ok
muxi_hgemm_layoutC,fp16,37888,448,3584,1039557.158946991,117.03865380066524,765202.5669813156,159.00151892063747,0.7360851304765386,0.0,ok
muxi_hgemm_layoutC,fp16,37888,480,3584,1036481.9318056107,125.77061337953786,755507.4989795685,172.54490325518975,0.7289152620957234,0.0,ok
muxi_hgemm_layoutC,fp16,3584,256,18944,456295.907497406,76.18387756896028,324429.9441576004,107.149146304181,0.711007788645233,0.125,ok
muxi_hgemm_layoutC,fp16,3584,288,18944,458927.82509326935,85.21533966272806,387238.3385896683,100.99126713132586,0.8437891917121578,0.0,ok
muxi_hgemm_layoutC,fp16,3584,320,18944,455424.1895675659,95.41212442241913,383509.3230009079,113.30360654595385,0.8420925629028564,0.0,ok
muxi_hgemm_layoutC,fp16,3584,352,18944,455813.4824037552,104.86370023969747,383451.58100128174,124.65273518807118,0.8412466848920981,0.0,ok
muxi_hgemm_layoutC,fp16,3584,384,18944,457996.50251865387,113.85149677180391,381145.6263065338,136.8075185154135,0.8322020456717572,0.0,ok
muxi_hgemm_layoutC,fp16,3584,416,18944,874698.1620788574,64.58100487800877,433810.0552558899,130.21571442985368,0.495954003407155,0.125,ok
muxi_hgemm_layoutC,fp16,3584,448,18944,822858.8849306107,73.93027690419842,436369.3296909332,139.4098555438966,0.5303088265586766,0.125,ok
muxi_hgemm_layoutC,fp16,3584,480,18944,822644.6807384491,79.2316363141028,525783.7474346161,123.96633497711034,0.639138330004936,0.125,ok
muxi_hgemm_layout,fp16,37888,16384,3584,30521174.892783165,145.78685565961354,29194617.64395237,152.41117979079704,0.9565364946306683,0.0,ok
muxi_hgemm_layout,fp16,37888,32768,3584,60753244.906663895,146.4806077598642,58316014.70708847,152.6025446356553,0.9598831271758442,0.0,ok
muxi_hgemm_layout,fp16,37888,49152,3584,91333091.25900269,146.1546759444892,87143467.73922443,153.1813996192344,0.954128088056307,0.0,ok
muxi_hgemm_layout,fp16,37888,65536,3584,,,,,,,oom
muxi_hgemm_layout,fp16,37888,81920,3584,,,,,,,oom
