family,dtype,m,n,k,kernel_ns,kernel_tflops,ref_ns,ref_tflops,speedup,max_error,status
muxi_hgemm_layoutC,fp16,4608,448,3584,315625.22053718567,46.883149853535286,428719.4460630417,34.5155897356335,1.3583180879315433,0.03125,ok
muxi_hgemm_layoutC,fp16,4608,480,3584,234354.28738594055,67.65171355235529,239226.96709632874,66.27375380140958,1.0207919375606034,0.0,ok
muxi_hgemm_layoutC,fp16,3584,256,3584,154448.67312908173,42.58158091460906,159768.38767528534,41.1637669234447,1.0344432518481892,0.0,ok
muxi_hgemm_layoutC,fp16,3584,288,3584,157956.03394508362,46.840580072884805,164484.60519313812,44.981426968878765,1.0413315723685763,0.0,ok
muxi_hgemm_layoutC,fp16,3584,320,3584,158680.60290813446,51.8074401617904,157691.53833389282,52.132384063584766,0.9937669472127337,0.0,ok
muxi_hgemm_layoutC,fp16,3584,352,3584,157076.8654346466,57.57002725371036,162767.24636554718,55.557365661216394,1.036226728329183,0.0,ok
muxi_hgemm_layoutC,fp16,3584,384,3584,129396.09587192535,76.23879949024318,139134.0047121048,70.90288983209102,1.075256589270034,0.0,ok
muxi_hgemm_layoutC,fp16,3584,416,3584,209135.93471050262,51.10114914872783,148229.30097579956,72.09834035272696,0.7087701172970903,0.0625,ok
muxi_hgemm_layoutC,fp16,3584,448,3584,212498.0092048645,54.16130823561867,147456.3032388687,78.05139504518816,0.6939185161810596,0.0625,ok
muxi_hgemm_layoutC,fp16,3584,480,3584,213736.6682291031,57.693674474153404,204049.05080795288,60.432791582088484,0.9546749862743902,0.0,ok
muxi_hgemm_layoutC,fp16,37888,256,3584,563185.6620311737,123.44913550045531,482289.120554924,144.15581886650165,0.8563590181175957,0.0625,ok
muxi_hgemm_layoutC,fp16,37888,288,3584,772075.7275819778,101.30532303736385,758126.3780593872,103.16931748531387,0.9819326666747084,0.0,ok
muxi_hgemm_layoutC,fp16,37888,320,3584,775324.1807222366,112.08986001061464,756500.2888441086,114.87897646779174,0.9757212629940252,0.0,ok
muxi_hgemm_layoutC,fp16,37888,352,3584,855999.0674257278,111.67836555650756,754350.796341896,126.72695148143325,0.8812518903910471,0.0,ok
muxi_hgemm_layoutC,fp16,37888,384,3584,775663.1821393967,134.44904574219981,764993.9507246017,136.3241821157138,0.9862450201834158,0.0,ok
